,tag_Id,Id,dist,positionx,positiony,positionz,orientationx,orientationy,orientationz,orientationw,time
26,tag_26,26,0.5718814420912667,-0.5631273697598611,-0.10353363444203417,-0.031018159644005117,0.9941305939582809,-0.024595228572776715,0.10530321004919901,-0.0032666253141745,1674571047
26,tag_26,26,0.5823565111314822,-0.5684773518155113,-0.103512368604403,-0.0551544199538092,0.9933598017933968,-0.0228755876089588,0.1127450057284739,0.0012551317918451,1674571045
