,tag_Id,Id,dist,positionx,positiony,positionz,orientationx,orientationy,orientationz,orientationw,time
26,tag_26,26,0.5716848831309064,-0.5591770273229133,-0.1042416174863931,-0.0496632217663428,0.9870854353246302,0.0008236083202239,0.154993611073815,-0.0404801873219389,1674571040
26,tag_26,26,0.5717255717530013,-0.5608881078576139,-0.10469389006939589,-0.04286344631325867,0.9875233354305023,0.0007618165745753988,0.15374149058527675,-0.03406810367983218,1674571054
26,tag_26,26,0.5768940756135271,-0.5672952901634378,-0.1066805388004852,-0.0224114327646773,0.987573970985207,0.001328138114503,0.1538427645427944,-0.0320669873778068,1674571051
