,tag_Id,Id,dist,positionx,positiony,positionz,orientationx,orientationy,orientationz,orientationw,time
14,tag_14,14,0.4663271107866591,0.3313135511007739,0.3277735147326682,0.0179352259231933,0.8987249664243844,-0.024359054165068,0.4242931020446705,-0.1080529257492974,1675251988
